model,system,prompt,case_id,initial_iae,final_iae,iae_improvement_pct
Qwen3.7-Plus,first_order,Full,group_063_example_K_0.43_T_307,147.69,342.4652404545259,-131.88112970040348
Qwen3.7-Plus,first_order,Full,group_064_example_K_0.67_T_499,263.51,120.36589643594519,54.32207641609609
Qwen3.7-Plus,first_order,Full,group_065_example_K_0.65_T_227,105.3,69.93453270828661,33.585439023469505
Qwen3.7-Plus,first_order,Full,group_066_example_K_0.28_T_259,119.24,94.6409249675431,20.629885132889044
Qwen3.7-Plus,first_order,Full,group_067_example_K_0.34_T_397,381.69,181.9773043320327,52.32327167805479
Qwen3.7-Plus,first_order,Full,group_068_example_K_0.28_T_259,119.0,93.12118397217182,21.7469042250657
Qwen3.7-Plus,first_order,Full,group_069_example_K_0.70_T_133,56.15,34.001653183005935,39.44496316472674
Qwen3.7-Plus,first_order,Full,group_070_example_K_0.83_T_443,193.95,94.51668835451757,51.267497625925465
Qwen3.7-Plus,first_order,Full,group_071_example_K_0.51_T_369,176.4,78.3323172442211,55.593924464727266
Qwen3.7-Plus,first_order,Full,group_072_example_K_0.39_T_486,260.06,202.21071539239867,22.2445914818124
Qwen3.7-Plus,first_order,Full,group_073_example_K_0.83_T_203,97.76,63.570849756585964,34.97253502804219
Qwen3.7-Plus,first_order,Full,group_074_example_K_0.31_T_271,251.76,90.9776966832028,63.863323529074194
Qwen3.7-Plus,first_order,Full,group_075_example_K_0.31_T_271,119.2,95.3118267175516,20.040413827557387
Qwen3.7-Plus,first_order,Full,group_076_example_K_0.89_T_171,83.38,37.610630052617765,54.89250413454333
Qwen3.7-Plus,first_order,Full,group_077_example_K_0.84_T_472,219.12,111.21805378312871,49.24331243924392
Qwen3.7-Plus,first_order,Full,group_078_example_K_0.29_T_454,188.82,146.1741244569161,22.585465280735036
Qwen3.7-Plus,first_order,Full,group_079_example_K_0.53_T_268,110.69,62.36726476929345,43.655917635474346
Qwen3.7-Plus,first_order,Full,group_080_example_K_0.59_T_523,233.04,152.8764103473681,34.399068680326074
Qwen3.7-Plus,first_order,Full,group_081_example_K_0.86_T_523,1121.42,144.7265200568931,87.09435179888952
Qwen3.7-Plus,first_order,Full,group_082_example_K_0.47_T_106,115.99,90.6599460703292,21.838135985577033
Qwen3.7-Plus,first_order,Full,group_083_example_K_0.86_T_523,691.57,142.5872644265408,79.38209227893911
Qwen3.7-Plus,first_order,Full,group_084_example_K_0.34_T_396,425.11,123.8016894610428,70.87772824420908
Qwen3.7-Plus,first_order,Full,group_085_example_K_0.48_T_451,504.78,103.50960532543964,79.49411519366069
Qwen3.7-Plus,first_order,Full,group_086_example_K_0.21_T_598,2845.92,248.13038953807714,91.28118887607252
Qwen3.7-Plus,first_order,Full,group_087_example_K_0.76_T_430,2996.61,45.69319728910119,98.47517036621045
Qwen3.7-Plus,first_order,Full,group_088_example_K_0.47_T_401,500.77,192.9995894440012,61.45943458194356
Qwen3.7-Plus,first_order,Full,group_089_example_K_0.54_T_172,190.36,38.67091797264244,79.68537614381044
Qwen3.7-Plus,first_order,Full,group_090_example_K_0.88_T_136,144.18,38.54698215241416,73.26468154222906
Qwen3.7-Plus,first_order,Full,group_091_example_K_0.55_T_156,189.88,32.38932432099824,82.94221386086042
Qwen3.7-Plus,first_order,Full,group_092_example_K_0.79_T_162,187.35,127.78570285694514,31.7930595906351
Qwen3.7-Plus,first_order,Full,group_093_example_K_0.88_T_406,445.01,97.03310741700572,78.19529731533994
Qwen3.7-Plus,first_order,Full,group_094_example_K_0.58_T_365,415.75,115.98425083096491,72.10240509177031
Qwen3.7-Plus,first_order,Full,group_095_example_K_0.44_T_118,128.36,48.78823315190229,61.99109290129146
Qwen3.7-Plus,first_order,Full,group_096_example_K_0.60_T_286,413.62,83.42576637251432,79.83033548365303
Qwen3.7-Plus,first_order,Full,group_097_example_K_0.78_T_488,1970.12,106.98756134064479,94.5694901152902
Qwen3.7-Plus,first_order,Full,group_098_example_K_0.26_T_173,192.31,94.95405736336664,50.62448267725722
Qwen3.7-Plus,first_order,Full,group_099_example_K_0.43_T_291,363.08,70.08006272237826,80.69845138196038
Qwen3.7-Plus,first_order,Full,group_100_example_K_0.78_T_594,611.7,114.9802210349954,81.20316805051571
Qwen3.7-Plus,first_order,KPI-3,group_001_example_K_0.26_T_109,307.69,193.98411696400694,36.95468914686634
Qwen3.7-Plus,first_order,KPI-3,group_002_example_K_0.74_T_205,626.68,574.4709781343033,8.331049637086972
Qwen3.7-Plus,first_order,KPI-3,group_003_example_K_0.74_T_205,475.81,446.1824664728155,6.226757219727303
Qwen3.7-Plus,first_order,KPI-3,group_004_example_K_0.40_T_321,957.35,509.2279772991476,46.80858857271138
Qwen3.7-Plus,first_order,KPI-3,group_005_example_K_0.68_T_328,661.56,1638.800486861249,-147.71758976680107
Qwen3.7-Plus,first_order,KPI-3,group_006_example_K_0.39_T_253,612.88,369.8466922634093,39.65430553070596
Qwen3.7-Plus,first_order,KPI-3,group_007_example_K_0.60_T_240,532.35,282.7354046373644,46.88918857192366
Qwen3.7-Plus,first_order,KPI-3,group_008_example_K_0.33_T_129,477.24,533.8966165661158,-11.871724198750263
Qwen3.7-Plus,first_order,KPI-3,group_009_example_K_0.34_T_382,774.23,1225.666309952206,-58.307778044277
Qwen3.7-Plus,first_order,KPI-3,group_010_example_K_0.77_T_237,690.8,553.4519803408429,19.882457970347005
Qwen3.7-Plus,first_order,KPI-3,group_011_example_K_0.39_T_518,688.47,374.304705159757,45.632387008910044
Qwen3.7-Plus,first_order,KPI-3,group_012_example_K_0.77_T_237,559.94,426.27788366612634,23.870792644546505
Qwen3.7-Plus,first_order,KPI-3,group_013_example_K_0.27_T_293,454.64,355.7659473830456,21.747768039977647
Qwen3.7-Plus,first_order,KPI-3,group_014_example_K_0.86_T_134,403.23,106.18073172436257,73.66745239085323
Qwen3.7-Plus,first_order,KPI-3,group_015_example_K_0.34_T_413,625.42,1099.3246331758032,-75.77382130021478
Qwen3.7-Plus,first_order,KPI-3,group_016_example_K_0.73_T_227,243.3,154.2160575879718,36.6148550809816
Qwen3.7-Plus,first_order,KPI-3,group_017_example_K_0.29_T_279,512.05,515.3847683842968,-0.6512583506096686
Qwen3.7-Plus,first_order,KPI-3,group_018_example_K_0.67_T_204,437.56,500.0417253194829,-14.279578873636279
Qwen3.7-Plus,first_order,KPI-3,group_019_example_K_0.45_T_561,706.33,1127.8131139182424,-59.672265643288874
Qwen3.7-Plus,first_order,KPI-3,group_020_example_K_0.64_T_526,628.3,368.522409161293,41.346107088764434
Qwen3.7-Plus,first_order,KPI-3,group_021_example_K_0.47_T_191,165.54,104.70561976770222,36.74905172906716
Qwen3.7-Plus,first_order,KPI-3,group_022_example_K_0.85_T_566,409.01,267.71081239816306,34.546633970278705
Qwen3.7-Plus,first_order,KPI-3,group_023_example_K_0.30_T_209,81.19,73.23160585791662,9.802185173153562
Qwen3.7-Plus,first_order,KPI-3,group_024_example_K_0.83_T_211,266.66,97.77685440029798,63.332762918961244
Qwen3.7-Plus,first_order,KPI-3,group_025_example_K_0.69_T_320,137.99,117.02129370499718,15.195815852600065
Qwen3.7-Plus,first_order,KPI-3,group_026_example_K_0.69_T_143,119.2,73.2801302479808,38.52338066444565
Qwen3.7-Plus,first_order,KPI-3,group_027_example_K_0.47_T_312,224.35,237.6868900258654,-5.944680198736534
Qwen3.7-Plus,first_order,KPI-3,group_028_example_K_0.37_T_346,172.91,200.73704831725803,-16.09337130140422
Qwen3.7-Plus,first_order,KPI-3,group_029_example_K_0.49_T_533,442.79,1088.939073605255,-145.92675390258478
Qwen3.7-Plus,first_order,KPI-3,group_030_example_K_0.86_T_426,178.99,197.4290223582336,-10.301705323332916
Qwen3.7-Plus,first_order,KPI-3,group_031_example_K_0.82_T_257,460.4,305.3547839666206,33.676198095868685
Qwen3.7-Plus,first_order,KPI-3,group_032_example_K_0.31_T_123,280.55,224.91696115454448,19.829990677403504
Qwen3.7-Plus,first_order,KPI-3,group_033_example_K_0.68_T_208,293.06,296.2705927084204,-1.0955410866103845
Qwen3.7-Plus,first_order,KPI-3,group_034_example_K_0.62_T_413,546.44,298.3782050923269,45.39598032861305
Qwen3.7-Plus,first_order,KPI-3,group_035_example_K_0.82_T_313,339.61,459.67643966814023,-35.35421208684674
Qwen3.7-Plus,first_order,KPI-3,group_036_example_K_0.74_T_421,575.98,337.7454346502786,41.36160376223505
Qwen3.7-Plus,first_order,KPI-3,group_037_example_K_0.64_T_163,235.94,130.59896271909543,44.64738377591954
Qwen3.7-Plus,first_order,KPI-3,group_038_example_K_0.36_T_128,273.86,330.06862491659876,-20.524583698458606
Qwen3.7-Plus,first_order,KPI-3,group_039_example_K_0.31_T_324,451.84,287.64914658348056,36.33827315344357
Qwen3.7-Plus,first_order,KPI-3,group_040_example_K_0.76_T_553,577.35,333.03491932083796,42.31663300929454
Qwen3.7-Plus,first_order,KPI-3,group_041_example_K_0.22_T_416,185.22,101.42773755167782,45.23931673054864
Qwen3.7-Plus,first_order,KPI-3,group_042_example_K_0.81_T_583,325.39,185.42959217164426,43.01312512011916
Qwen3.7-Plus,first_order,KPI-3,group_043_example_K_0.68_T_442,341.48,349.9168560841495,-2.470673563356418
Qwen3.7-Plus,first_order,KPI-3,group_044_example_K_0.77_T_377,387.32,189.29825929931283,51.12613361062872
Qwen3.7-Plus,first_order,KPI-3,group_045_example_K_0.38_T_440,258.28,314.65403782887466,-21.826714352204853
Qwen3.7-Plus,first_order,KPI-3,group_046_example_K_0.51_T_269,236.47,102.76471246091643,56.5421776711987
Qwen3.7-Plus,first_order,KPI-3,group_047_example_K_0.48_T_258,136.5,103.56088888115364,24.131216936883774
Qwen3.7-Plus,first_order,KPI-3,group_048_example_K_0.86_T_241,230.44,193.2660856546244,16.131710790390386
Qwen3.7-Plus,first_order,KPI-3,group_049_example_K_0.44_T_506,469.81,797.9976798516095,-69.85540534505641
Qwen3.7-Plus,first_order,KPI-3,group_050_example_K_0.73_T_175,124.9,129.76048630733803,-3.891502247668552
Qwen3.7-Plus,first_order,KPI-3,group_051_example_K_0.45_T_500,272.89,117.17117061112272,57.06285660481413
Qwen3.7-Plus,first_order,KPI-3,group_052_example_K_0.72_T_111,78.23,55.8862160628045,28.561656573175895
Qwen3.7-Plus,first_order,KPI-3,group_053_example_K_0.22_T_586,423.79,682.9180103828335,-61.145381057324016
Qwen3.7-Plus,first_order,KPI-3,group_054_example_K_0.89_T_356,417.33,207.1896848578936,50.353512841661605
Qwen3.7-Plus,first_order,KPI-3,group_055_example_K_0.84_T_336,185.45,97.0987990197026,47.64152115411022
Qwen3.7-Plus,first_order,KPI-3,group_056_example_K_0.57_T_219,245.02,103.66765687043403,57.69012453251407
Qwen3.7-Plus,first_order,KPI-3,group_057_example_K_0.50_T_204,212.03,112.84313853657835,46.77963564751292
Qwen3.7-Plus,first_order,KPI-3,group_058_example_K_0.21_T_316,289.83,276.0466383817254,4.75567112385694
Qwen3.7-Plus,first_order,KPI-3,group_059_example_K_0.49_T_281,139.66,70.23462179506366,49.710280828394914
Qwen3.7-Plus,first_order,KPI-3,group_060_example_K_0.21_T_112,113.67,145.4431171174927,-27.952069250895313
Qwen3.7-Plus,first_order,KPI-3,group_061_example_K_0.73_T_163,73.1,34.37833704018999,52.970811162530794
Qwen3.7-Plus,first_order,KPI-3,group_062_example_K_0.72_T_538,292.31,172.1548965735488,41.10536876140098
Qwen3.7-Plus,first_order,KPI-3,group_063_example_K_0.43_T_307,147.69,132.79209223002604,10.087282666378194
Qwen3.7-Plus,first_order,KPI-3,group_064_example_K_0.67_T_499,263.51,120.36589643594519,54.32207641609609
Qwen3.7-Plus,first_order,KPI-3,group_065_example_K_0.65_T_227,105.3,69.93453270828661,33.585439023469505
Qwen3.7-Plus,first_order,KPI-3,group_066_example_K_0.28_T_259,119.24,111.96733070108303,6.0991859266328134
Qwen3.7-Plus,first_order,KPI-3,group_067_example_K_0.34_T_397,381.69,18.480477466012143,95.15824950456859
Qwen3.7-Plus,first_order,KPI-3,group_068_example_K_0.28_T_259,119.0,141.15425165721382,-18.61701819933934
Qwen3.7-Plus,first_order,KPI-3,group_069_example_K_0.70_T_133,56.15,29.109855828645006,48.156979824318775
Qwen3.7-Plus,first_order,KPI-3,group_070_example_K_0.83_T_443,193.95,128.83958441275786,33.57072213830479
Qwen3.7-Plus,first_order,KPI-3,group_071_example_K_0.51_T_369,176.4,78.3323172442211,55.593924464727266
Qwen3.7-Plus,first_order,KPI-3,group_072_example_K_0.39_T_486,260.06,260.33618535049766,-0.10620062696979762
Qwen3.7-Plus,first_order,KPI-3,group_073_example_K_0.83_T_203,97.76,64.32376162813287,34.20237149331744
Qwen3.7-Plus,first_order,KPI-3,group_074_example_K_0.31_T_271,251.76,90.9776966832028,63.863323529074194
Qwen3.7-Plus,first_order,KPI-3,group_075_example_K_0.31_T_271,119.2,77.89596176780066,34.651038785402136
Qwen3.7-Plus,first_order,KPI-3,group_076_example_K_0.89_T_171,83.38,37.608968922077736,54.89449637553642
Qwen3.7-Plus,first_order,KPI-3,group_077_example_K_0.84_T_472,219.12,111.20028938056494,49.25141959631027
Qwen3.7-Plus,first_order,KPI-3,group_078_example_K_0.29_T_454,188.82,157.65199451652245,16.506728886493775
Qwen3.7-Plus,first_order,KPI-3,group_079_example_K_0.53_T_268,110.69,59.66026260301216,46.10148829793824
Qwen3.7-Plus,first_order,KPI-3,group_080_example_K_0.59_T_523,233.04,154.98843666457333,33.492775204010755
Qwen3.7-Plus,first_order,KPI-3,group_081_example_K_0.86_T_523,1121.42,114.96654254292831,89.74812803918886
Qwen3.7-Plus,first_order,KPI-3,group_082_example_K_0.47_T_106,115.99,79.4942425274604,31.464572353254244
Qwen3.7-Plus,first_order,KPI-3,group_083_example_K_0.86_T_523,691.57,142.831321100852,79.3468020444999
Qwen3.7-Plus,first_order,KPI-3,group_084_example_K_0.34_T_396,425.11,123.8016894610428,70.87772824420908
Qwen3.7-Plus,first_order,KPI-3,group_085_example_K_0.48_T_451,504.78,103.50960532543964,79.49411519366069
Qwen3.7-Plus,first_order,KPI-3,group_086_example_K_0.21_T_598,2845.92,128.7907968580333,95.4745461271563
Qwen3.7-Plus,first_order,KPI-3,group_087_example_K_0.76_T_430,2996.61,48.3149287054737,98.3876804553988
Qwen3.7-Plus,first_order,KPI-3,group_088_example_K_0.47_T_401,500.77,232.33941361440912,53.60356778273277
Qwen3.7-Plus,first_order,KPI-3,group_089_example_K_0.54_T_172,190.36,37.23582964548416,80.43925738312451
Qwen3.7-Plus,first_order,KPI-3,group_090_example_K_0.88_T_136,144.18,32.29788050051413,77.59891767199741
Qwen3.7-Plus,first_order,KPI-3,group_091_example_K_0.55_T_156,189.88,32.390422526763565,82.94163549254078
Qwen3.7-Plus,first_order,KPI-3,group_092_example_K_0.79_T_162,187.35,81.7529168353426,56.36353518263005
Qwen3.7-Plus,first_order,KPI-3,group_093_example_K_0.88_T_406,445.01,104.9578184243145,76.41450339895407
Qwen3.7-Plus,first_order,KPI-3,group_094_example_K_0.58_T_365,415.75,115.98425083096491,72.10240509177031
Qwen3.7-Plus,first_order,KPI-3,group_095_example_K_0.44_T_118,128.36,47.20298727572569,63.22609280482574
Qwen3.7-Plus,first_order,KPI-3,group_096_example_K_0.60_T_286,413.62,93.98700151110599,77.27696883344471
Qwen3.7-Plus,first_order,KPI-3,group_097_example_K_0.78_T_488,1970.12,106.98756134064479,94.5694901152902
Qwen3.7-Plus,first_order,KPI-3,group_098_example_K_0.26_T_173,192.31,93.57204863059066,51.343118594669725
Qwen3.7-Plus,first_order,KPI-3,group_099_example_K_0.43_T_291,363.08,71.16842135484713,80.39869412943509
Qwen3.7-Plus,first_order,KPI-3,group_100_example_K_0.78_T_594,611.7,86.06826642230479,85.92966054891208
Qwen3.7-Plus,first_order,Numeric-8,group_001_example_K_0.26_T_109,307.69,193.9841188513766,36.95468853346661
Qwen3.7-Plus,first_order,Numeric-8,group_002_example_K_0.74_T_205,626.68,473.7063160253216,24.41017488585536
Qwen3.7-Plus,first_order,Numeric-8,group_003_example_K_0.74_T_205,475.81,225.05183455826105,52.70132309992202
Qwen3.7-Plus,first_order,Numeric-8,group_004_example_K_0.40_T_321,957.35,509.2279772991476,46.80858857271138
Qwen3.7-Plus,first_order,Numeric-8,group_005_example_K_0.68_T_328,661.56,586.5274532086349,11.341759899535191
Qwen3.7-Plus,first_order,Numeric-8,group_006_example_K_0.39_T_253,612.88,369.8466922634093,39.65430553070596
Qwen3.7-Plus,first_order,Numeric-8,group_007_example_K_0.60_T_240,532.35,279.32827384716916,47.529205626529695
Qwen3.7-Plus,first_order,Numeric-8,group_008_example_K_0.33_T_129,477.24,547.5439024806969,-14.73135162197153
Qwen3.7-Plus,first_order,Numeric-8,group_009_example_K_0.34_T_382,774.23,613.17397890757,20.802089959369955
Qwen3.7-Plus,first_order,Numeric-8,group_010_example_K_0.77_T_237,690.8,433.82268646031935,37.19995853209042
Qwen3.7-Plus,first_order,Numeric-8,group_011_example_K_0.39_T_518,688.47,439.4343919764246,36.17232530445414
Qwen3.7-Plus,first_order,Numeric-8,group_012_example_K_0.77_T_237,559.94,425.0282085312778,24.09397283078941
Qwen3.7-Plus,first_order,Numeric-8,group_013_example_K_0.27_T_293,454.64,609.8678310265582,-34.14302107745869
Qwen3.7-Plus,first_order,Numeric-8,group_014_example_K_0.86_T_134,403.23,106.18073172436257,73.66745239085323
Qwen3.7-Plus,first_order,Numeric-8,group_015_example_K_0.34_T_413,625.42,588.4232491259161,5.915504920546815
Qwen3.7-Plus,first_order,Numeric-8,group_016_example_K_0.73_T_227,243.3,152.1021059931807,37.483721334492124
Qwen3.7-Plus,first_order,Numeric-8,group_017_example_K_0.29_T_279,512.05,250.4260900717695,51.093430315053304
Qwen3.7-Plus,first_order,Numeric-8,group_018_example_K_0.67_T_204,437.56,161.92734546386154,62.99311055309866
Qwen3.7-Plus,first_order,Numeric-8,group_019_example_K_0.45_T_561,706.33,909.0759234459624,-28.704135948630576
Qwen3.7-Plus,first_order,Numeric-8,group_020_example_K_0.64_T_526,628.3,368.522409161293,41.346107088764434
Qwen3.7-Plus,first_order,Numeric-8,group_021_example_K_0.47_T_191,165.54,103.39209435961044,37.5425308930709
Qwen3.7-Plus,first_order,Numeric-8,group_022_example_K_0.85_T_566,409.01,212.16800419953813,48.1264506492413
Qwen3.7-Plus,first_order,Numeric-8,group_023_example_K_0.30_T_209,81.19,56.71823770126629,30.141350287884848
Qwen3.7-Plus,first_order,Numeric-8,group_024_example_K_0.83_T_211,266.66,97.77685440029798,63.332762918961244
Qwen3.7-Plus,first_order,Numeric-8,group_025_example_K_0.69_T_320,137.99,117.00461454164939,15.207903078738038
Qwen3.7-Plus,first_order,Numeric-8,group_026_example_K_0.69_T_143,119.2,96.38886885134457,19.136854990482746
Qwen3.7-Plus,first_order,Numeric-8,group_027_example_K_0.47_T_312,224.35,99.74699959506302,55.539558905699565
Qwen3.7-Plus,first_order,Numeric-8,group_028_example_K_0.37_T_346,172.91,127.62579242093783,26.189467109514872
Qwen3.7-Plus,first_order,Numeric-8,group_029_example_K_0.49_T_533,442.79,399.0896032591811,9.869327839567044
Qwen3.7-Plus,first_order,Numeric-8,group_030_example_K_0.86_T_426,178.99,136.47433824919776,23.753093329684482
Qwen3.7-Plus,first_order,Numeric-8,group_031_example_K_0.82_T_257,460.4,305.7008980725711,33.60102127007578
Qwen3.7-Plus,first_order,Numeric-8,group_032_example_K_0.31_T_123,280.55,203.54186957826917,27.448986070836156
Qwen3.7-Plus,first_order,Numeric-8,group_033_example_K_0.68_T_208,293.06,280.60723036299885,4.249221878455318
Qwen3.7-Plus,first_order,Numeric-8,group_034_example_K_0.62_T_413,546.44,234.35992005943874,57.111499879320924
Qwen3.7-Plus,first_order,Numeric-8,group_035_example_K_0.82_T_313,339.61,248.67102472146894,26.77747277127619
Qwen3.7-Plus,first_order,Numeric-8,group_036_example_K_0.74_T_421,575.98,344.4811829496148,40.192162410220014
Qwen3.7-Plus,first_order,Numeric-8,group_037_example_K_0.64_T_163,235.94,123.75869940482588,47.54653750749094
Qwen3.7-Plus,first_order,Numeric-8,group_038_example_K_0.36_T_128,273.86,317.9708938187668,-16.107096260412902
Qwen3.7-Plus,first_order,Numeric-8,group_039_example_K_0.31_T_324,451.84,407.72403337030903,9.763625759049873
Qwen3.7-Plus,first_order,Numeric-8,group_040_example_K_0.76_T_553,577.35,333.03491932083796,42.31663300929454
Qwen3.7-Plus,first_order,Numeric-8,group_041_example_K_0.22_T_416,185.22,111.2426404453644,39.940265389609976
Qwen3.7-Plus,first_order,Numeric-8,group_042_example_K_0.81_T_583,325.39,171.5356120878015,47.28307197891714
Qwen3.7-Plus,first_order,Numeric-8,group_043_example_K_0.68_T_442,341.48,300.4625686432071,12.011664330793293
