model,system,prompt,case_id,initial_iae,final_iae,iae_improvement_pct
DeepSeek-V4-Flash,first_order,Full,group_023_example_K_0.30_T_209,81.19,92.25606557995353,-13.629838132717738
DeepSeek-V4-Flash,first_order,Full,group_024_example_K_0.83_T_211,266.66,101.00498086084264,62.122185231814804
DeepSeek-V4-Flash,first_order,Full,group_025_example_K_0.69_T_320,137.99,148.3371980456059,-7.498512968770122
DeepSeek-V4-Flash,first_order,Full,group_026_example_K_0.69_T_143,119.2,96.04515508431926,19.425205466175118
DeepSeek-V4-Flash,first_order,Full,group_027_example_K_0.47_T_312,224.35,140.87228424049948,37.20869880075797
DeepSeek-V4-Flash,first_order,Full,group_028_example_K_0.37_T_346,172.91,141.06522420804114,18.416965931385608
DeepSeek-V4-Flash,first_order,Full,group_029_example_K_0.49_T_533,442.79,474.9737761973338,-7.268406286802722
DeepSeek-V4-Flash,first_order,Full,group_030_example_K_0.86_T_426,178.99,152.78090163099986,14.642772428068687
DeepSeek-V4-Flash,first_order,Full,group_031_example_K_0.82_T_257,460.4,305.4937921703076,33.64600517586716
DeepSeek-V4-Flash,first_order,Full,group_032_example_K_0.31_T_123,280.55,238.4733217338329,14.997924885463236
DeepSeek-V4-Flash,first_order,Full,group_033_example_K_0.68_T_208,293.06,216.80704970797524,26.019569471106518
DeepSeek-V4-Flash,first_order,Full,group_034_example_K_0.62_T_413,546.44,322.9317845822074,40.902608780066
DeepSeek-V4-Flash,first_order,Full,group_035_example_K_0.82_T_313,339.61,316.00486933230945,6.950658304434663
DeepSeek-V4-Flash,first_order,Full,group_036_example_K_0.74_T_421,575.98,342.9363857023825,40.46036568936726
DeepSeek-V4-Flash,first_order,Full,group_037_example_K_0.64_T_163,235.94,143.50615784097712,39.1768424849635
DeepSeek-V4-Flash,first_order,Full,group_038_example_K_0.36_T_128,273.86,187.08334164261382,31.686503453365297
DeepSeek-V4-Flash,first_order,Full,group_039_example_K_0.31_T_324,451.84,375.0417227668611,16.99678586073364
DeepSeek-V4-Flash,first_order,Full,group_040_example_K_0.76_T_553,577.35,312.81088061431774,45.819540899918984
DeepSeek-V4-Flash,first_order,Full,group_041_example_K_0.22_T_416,185.22,179.45598727393775,3.1119818194915494
DeepSeek-V4-Flash,first_order,Full,group_042_example_K_0.81_T_583,325.39,185.42959217164426,43.01312512011916
DeepSeek-V4-Flash,first_order,Full,group_043_example_K_0.68_T_442,341.48,338.61452656851134,0.8391336041609115
DeepSeek-V4-Flash,first_order,Full,group_044_example_K_0.77_T_377,387.32,172.26201075970812,55.52462801825154
DeepSeek-V4-Flash,first_order,Full,group_045_example_K_0.38_T_440,258.28,202.17247026318867,21.723528626611163
DeepSeek-V4-Flash,first_order,Full,group_046_example_K_0.51_T_269,236.47,102.76458898556105,56.54222988727489
DeepSeek-V4-Flash,first_order,Full,group_047_example_K_0.48_T_258,136.5,60.58303308381025,55.61682557962619
DeepSeek-V4-Flash,first_order,Full,group_048_example_K_0.86_T_241,230.44,128.7680216046717,44.12080298356548
DeepSeek-V4-Flash,first_order,Full,group_049_example_K_0.44_T_506,469.81,297.4502547967871,36.687117175712075
DeepSeek-V4-Flash,first_order,Full,group_050_example_K_0.73_T_175,124.9,105.63882401624909,15.421277809248132
DeepSeek-V4-Flash,first_order,Full,group_051_example_K_0.45_T_500,272.89,179.98323225270659,34.04550102506263
DeepSeek-V4-Flash,first_order,Full,group_052_example_K_0.72_T_111,78.23,55.8862160628045,28.561656573175895
DeepSeek-V4-Flash,first_order,Full,group_053_example_K_0.22_T_586,423.79,381.1634804507442,10.058406179772014
DeepSeek-V4-Flash,first_order,Full,group_054_example_K_0.89_T_356,417.33,189.57138124631342,54.57518480667255
DeepSeek-V4-Flash,first_order,Full,group_055_example_K_0.84_T_336,185.45,99.43216232533369,46.383304219286224
DeepSeek-V4-Flash,first_order,Full,group_056_example_K_0.57_T_219,245.02,219.71031326376294,10.329641146125649
DeepSeek-V4-Flash,first_order,Full,group_057_example_K_0.50_T_204,212.03,133.86639061938686,36.86441040447726
DeepSeek-V4-Flash,first_order,Full,group_058_example_K_0.21_T_316,289.83,338.94947270411075,-16.947684057589193
DeepSeek-V4-Flash,first_order,Full,group_059_example_K_0.49_T_281,139.66,123.84963589952473,11.32061012492859
DeepSeek-V4-Flash,first_order,Full,group_060_example_K_0.21_T_112,113.67,91.69396977638723,19.333183974322832
DeepSeek-V4-Flash,first_order,Full,group_061_example_K_0.73_T_163,73.1,67.3628055902871,7.848419165133926
DeepSeek-V4-Flash,first_order,Full,group_062_example_K_0.72_T_538,292.31,230.27248360707017,21.22319331973926
DeepSeek-V4-Flash,first_order,Full,group_063_example_K_0.43_T_307,147.69,135.14648586839695,8.493137065206207
DeepSeek-V4-Flash,first_order,Full,group_064_example_K_0.67_T_499,263.51,124.32378902144261,52.82008689558551
DeepSeek-V4-Flash,first_order,Full,group_065_example_K_0.65_T_227,105.3,93.7051592794298,11.011244748879587
DeepSeek-V4-Flash,first_order,Full,group_066_example_K_0.28_T_259,119.24,56.074073194472334,52.973772899637424
DeepSeek-V4-Flash,first_order,Full,group_067_example_K_0.34_T_397,381.69,16.867825598207762,95.58075254834871
DeepSeek-V4-Flash,first_order,Full,group_068_example_K_0.28_T_259,119.0,95.17621830838212,20.019984614804944
DeepSeek-V4-Flash,first_order,Full,group_069_example_K_0.70_T_133,56.15,63.69290026966151,-13.433482225577041
DeepSeek-V4-Flash,first_order,Full,group_070_example_K_0.83_T_443,193.95,127.15893425646848,34.437259986352935
DeepSeek-V4-Flash,first_order,Full,group_071_example_K_0.51_T_369,176.4,78.3323172442211,55.593924464727266
DeepSeek-V4-Flash,first_order,Full,group_072_example_K_0.39_T_486,260.06,309.1048429830623,-18.85904905908726
DeepSeek-V4-Flash,first_order,Full,group_073_example_K_0.83_T_203,97.76,69.40399927778286,29.005729053004444
DeepSeek-V4-Flash,first_order,Full,group_074_example_K_0.31_T_271,251.76,127.1076660584401,49.512366516348855
DeepSeek-V4-Flash,first_order,Full,group_075_example_K_0.31_T_271,119.2,120.90858838961157,-1.4333795214862108
DeepSeek-V4-Flash,first_order,Full,group_076_example_K_0.89_T_171,83.38,74.89890812564845,10.17161414530049
DeepSeek-V4-Flash,first_order,Full,group_077_example_K_0.84_T_472,219.12,84.5090483293991,61.43252631918625
DeepSeek-V4-Flash,first_order,Full,group_078_example_K_0.29_T_454,188.82,224.30892394362414,-18.79510853915059
DeepSeek-V4-Flash,first_order,Full,group_079_example_K_0.53_T_268,110.69,129.6890769680368,-17.164221671367606
DeepSeek-V4-Flash,first_order,Full,group_080_example_K_0.59_T_523,233.04,160.21853506836692,31.24848306369425
DeepSeek-V4-Flash,first_order,Full,group_081_example_K_0.86_T_523,1121.42,141.3882604092419,87.39203327841113
DeepSeek-V4-Flash,first_order,Full,group_082_example_K_0.47_T_106,115.99,97.71983204710453,15.751502675140499
DeepSeek-V4-Flash,first_order,Full,group_083_example_K_0.86_T_523,691.57,204.74403131872123,70.39431564140706
DeepSeek-V4-Flash,first_order,Full,group_084_example_K_0.34_T_396,425.11,235.18432611694416,44.676830439899284
DeepSeek-V4-Flash,first_order,Full,group_085_example_K_0.48_T_451,504.78,134.20974687874988,73.41222970823925
DeepSeek-V4-Flash,first_order,Full,group_086_example_K_0.21_T_598,2845.92,224.41527390513417,92.11449113449662
DeepSeek-V4-Flash,first_order,Full,group_087_example_K_0.76_T_430,2996.61,50.56905070364828,98.31245805414623
DeepSeek-V4-Flash,first_order,Full,group_088_example_K_0.47_T_401,500.77,340.13165960171864,32.07826754763291
DeepSeek-V4-Flash,first_order,Full,group_089_example_K_0.54_T_172,190.36,83.32303844188196,56.22870432765184
DeepSeek-V4-Flash,first_order,Full,group_090_example_K_0.88_T_136,144.18,53.333939331306205,63.00878115459412
DeepSeek-V4-Flash,first_order,Full,group_091_example_K_0.55_T_156,189.88,84.04906549506438,55.73569333523047
DeepSeek-V4-Flash,first_order,Full,group_092_example_K_0.79_T_162,187.35,149.52575211576016,20.189083471705278
DeepSeek-V4-Flash,first_order,Full,group_093_example_K_0.88_T_406,445.01,125.98007138850085,71.69050776645449
DeepSeek-V4-Flash,first_order,Full,group_094_example_K_0.58_T_365,415.75,144.63309440683423,65.2115226922828
DeepSeek-V4-Flash,first_order,Full,group_095_example_K_0.44_T_118,128.36,146.14798667796686,-13.857889278565628
DeepSeek-V4-Flash,first_order,Full,group_096_example_K_0.60_T_286,413.62,106.75630628995356,74.18976203037727
DeepSeek-V4-Flash,first_order,Full,group_097_example_K_0.78_T_488,1970.12,44.46914624466154,97.74282042491517
DeepSeek-V4-Flash,first_order,Full,group_098_example_K_0.26_T_173,192.31,153.84699622156543,20.000521958522473
DeepSeek-V4-Flash,first_order,Full,group_099_example_K_0.43_T_291,363.08,126.13060661449282,65.2609324075981
DeepSeek-V4-Flash,first_order,Full,group_100_example_K_0.78_T_594,611.7,611.474626214368,0.03684384267322
DeepSeek-V4-Flash,first_order,KPI-3,group_001_example_K_0.26_T_109,307.69,193.98355665426809,36.95487124889724
DeepSeek-V4-Flash,first_order,KPI-3,group_002_example_K_0.74_T_205,626.68,473.7063160253216,24.41017488585536
DeepSeek-V4-Flash,first_order,KPI-3,group_003_example_K_0.74_T_205,475.81,218.1566169975797,54.15047666136069
DeepSeek-V4-Flash,first_order,KPI-3,group_004_example_K_0.40_T_321,957.35,511.97431491011685,46.52171986106264
DeepSeek-V4-Flash,first_order,KPI-3,group_005_example_K_0.68_T_328,661.56,596.0993418182708,9.894893612329824
DeepSeek-V4-Flash,first_order,KPI-3,group_006_example_K_0.39_T_253,612.88,369.81367130715535,39.6596933645811
DeepSeek-V4-Flash,first_order,KPI-3,group_007_example_K_0.60_T_240,532.35,234.07006233805714,56.030795090061595
DeepSeek-V4-Flash,first_order,KPI-3,group_008_example_K_0.33_T_129,477.24,213.65046000226863,55.232071913027276
DeepSeek-V4-Flash,first_order,KPI-3,group_009_example_K_0.34_T_382,774.23,687.5726339277431,11.192716127282187
DeepSeek-V4-Flash,first_order,KPI-3,group_010_example_K_0.77_T_237,690.8,420.35287886641737,39.14984382362226
DeepSeek-V4-Flash,first_order,KPI-3,group_011_example_K_0.39_T_518,688.47,416.24549454434856,39.54050364658612
DeepSeek-V4-Flash,first_order,KPI-3,group_012_example_K_0.77_T_237,559.94,383.49116401189303,31.512097008269993
DeepSeek-V4-Flash,first_order,KPI-3,group_013_example_K_0.27_T_293,454.64,400.9877800303784,11.80103377829086
DeepSeek-V4-Flash,first_order,KPI-3,group_014_example_K_0.86_T_134,403.23,97.25227239395589,75.88168727675126
DeepSeek-V4-Flash,first_order,KPI-3,group_015_example_K_0.34_T_413,625.42,454.10667980681046,27.391723992387437
DeepSeek-V4-Flash,first_order,KPI-3,group_016_example_K_0.73_T_227,243.3,152.10134071071604,37.484035877223164
DeepSeek-V4-Flash,first_order,KPI-3,group_017_example_K_0.29_T_279,512.05,286.2921093090214,44.089032456005974
DeepSeek-V4-Flash,first_order,KPI-3,group_018_example_K_0.67_T_204,437.56,176.2557258594963,59.71850126622719
DeepSeek-V4-Flash,first_order,KPI-3,group_019_example_K_0.45_T_561,706.33,490.0826827425553,30.61562120502382
DeepSeek-V4-Flash,first_order,KPI-3,group_020_example_K_0.64_T_526,628.3,374.1606150382281,40.448732287405996
DeepSeek-V4-Flash,first_order,KPI-3,group_021_example_K_0.47_T_191,165.54,177.03786633148488,-6.945672545297141
DeepSeek-V4-Flash,first_order,KPI-3,group_022_example_K_0.85_T_566,409.01,240.98966182345868,41.07976288514738
DeepSeek-V4-Flash,first_order,KPI-3,group_023_example_K_0.30_T_209,81.19,92.25606557995353,-13.629838132717738
DeepSeek-V4-Flash,first_order,KPI-3,group_024_example_K_0.83_T_211,266.66,101.00498086084264,62.122185231814804
DeepSeek-V4-Flash,first_order,KPI-3,group_025_example_K_0.69_T_320,137.99,137.21770261845452,0.5596763399851329
DeepSeek-V4-Flash,first_order,KPI-3,group_026_example_K_0.69_T_143,119.2,179.12743981937888,-50.274697835049395
DeepSeek-V4-Flash,first_order,KPI-3,group_027_example_K_0.47_T_312,224.35,140.8689745617805,37.21017403085335
DeepSeek-V4-Flash,first_order,KPI-3,group_028_example_K_0.37_T_346,172.91,179.35581453876154,-3.7278436983179337
DeepSeek-V4-Flash,first_order,KPI-3,group_029_example_K_0.49_T_533,442.79,338.8529865805837,23.473207032547325
DeepSeek-V4-Flash,first_order,KPI-3,group_030_example_K_0.86_T_426,178.99,129.10391113895187,27.870880418486024
DeepSeek-V4-Flash,first_order,KPI-3,group_031_example_K_0.82_T_257,460.4,305.4937921703076,33.64600517586716
DeepSeek-V4-Flash,first_order,KPI-3,group_032_example_K_0.31_T_123,280.55,224.91696115454448,19.829990677403504
DeepSeek-V4-Flash,first_order,KPI-3,group_033_example_K_0.68_T_208,293.06,139.23711326939014,52.48853024316176
DeepSeek-V4-Flash,first_order,KPI-3,group_034_example_K_0.62_T_413,546.44,454.05457569552067,16.906782868106173
DeepSeek-V4-Flash,first_order,KPI-3,group_035_example_K_0.82_T_313,339.61,247.20469311297313,27.209242038522685
DeepSeek-V4-Flash,first_order,KPI-3,group_036_example_K_0.74_T_421,575.98,337.7454346502786,41.36160376223505
DeepSeek-V4-Flash,first_order,KPI-3,group_037_example_K_0.64_T_163,235.94,194.81361208537567,17.430867133434063
DeepSeek-V4-Flash,first_order,KPI-3,group_038_example_K_0.36_T_128,273.86,187.08334164261382,31.686503453365297
DeepSeek-V4-Flash,first_order,KPI-3,group_039_example_K_0.31_T_324,451.84,562.0648166750786,-24.394656664987313
DeepSeek-V4-Flash,first_order,KPI-3,group_040_example_K_0.76_T_553,577.35,371.57175473503855,35.6418542071467
DeepSeek-V4-Flash,first_order,KPI-3,group_041_example_K_0.22_T_416,185.22,180.73944510163747,2.419044864681205
DeepSeek-V4-Flash,first_order,KPI-3,group_042_example_K_0.81_T_583,325.39,180.59641697324545,44.4984735323011
DeepSeek-V4-Flash,first_order,KPI-3,group_043_example_K_0.68_T_442,341.48,349.02528038318195,-2.2095819325237005
DeepSeek-V4-Flash,first_order,KPI-3,group_044_example_K_0.77_T_377,387.32,187.67257270392,51.54586060520499
DeepSeek-V4-Flash,first_order,KPI-3,group_045_example_K_0.38_T_440,258.28,297.4674162511612,-15.172454797569001
DeepSeek-V4-Flash,first_order,KPI-3,group_046_example_K_0.51_T_269,236.47,102.75585921150252,56.54592159195563
DeepSeek-V4-Flash,first_order,KPI-3,group_047_example_K_0.48_T_258,136.5,133.88077387091536,1.9188469810143864
DeepSeek-V4-Flash,first_order,KPI-3,group_048_example_K_0.86_T_241,230.44,118.39082648904748,48.624012112025916
DeepSeek-V4-Flash,first_order,KPI-3,group_049_example_K_0.44_T_506,469.81,410.9246106966737,12.533873119628423
DeepSeek-V4-Flash,first_order,KPI-3,group_050_example_K_0.73_T_175,124.9,90.86218101043414,27.252056837122385
DeepSeek-V4-Flash,first_order,KPI-3,group_051_example_K_0.45_T_500,272.89,117.00513269337291,57.12370087091029
DeepSeek-V4-Flash,first_order,KPI-3,group_052_example_K_0.72_T_111,78.23,93.07700223402706,-18.97865554650014
DeepSeek-V4-Flash,first_order,KPI-3,group_053_example_K_0.22_T_586,423.79,380.85700097261133,10.130724893789067
DeepSeek-V4-Flash,first_order,KPI-3,group_054_example_K_0.89_T_356,417.33,276.0464375723141,33.854159161259886
DeepSeek-V4-Flash,first_order,KPI-3,group_055_example_K_0.84_T_336,185.45,99.99387561737052,46.080412177206505
DeepSeek-V4-Flash,first_order,KPI-3,group_056_example_K_0.57_T_219,245.02,217.55899967475412,11.207656650577867
DeepSeek-V4-Flash,first_order,KPI-3,group_057_example_K_0.50_T_204,212.03,133.8785609815876,36.8586704798436
DeepSeek-V4-Flash,first_order,KPI-3,group_058_example_K_0.21_T_316,289.83,333.7901728661865,-15.167571633780664
DeepSeek-V4-Flash,first_order,KPI-3,group_059_example_K_0.49_T_281,139.66,153.74435052584514,-10.08474189162619
DeepSeek-V4-Flash,first_order,KPI-3,group_060_example_K_0.21_T_112,113.67,146.98738504608556,-29.310622896178025
DeepSeek-V4-Flash,first_order,KPI-3,group_061_example_K_0.73_T_163,73.1,75.33111566100393,-3.0521418071189337
DeepSeek-V4-Flash,first_order,KPI-3,group_062_example_K_0.72_T_538,292.31,184.2244543782448,36.97634211000486
DeepSeek-V4-Flash,first_order,KPI-3,group_063_example_K_0.43_T_307,147.69,138.32052124347655,6.344017033328898
DeepSeek-V4-Flash,first_order,KPI-3,group_064_example_K_0.67_T_499,263.51,124.32378902144261,52.82008689558551
DeepSeek-V4-Flash,first_order,KPI-3,group_065_example_K_0.65_T_227,105.3,89.6881883424832,14.826031963453747
DeepSeek-V4-Flash,first_order,KPI-3,group_066_example_K_0.28_T_259,119.24,127.72714576508075,-7.117700239081478
DeepSeek-V4-Flash,first_order,KPI-3,group_067_example_K_0.34_T_397,381.69,10.080443645722413,97.35899718469899
DeepSeek-V4-Flash,first_order,KPI-3,group_068_example_K_0.28_T_259,119.0,132.68955229304115,-11.503825456337099
DeepSeek-V4-Flash,first_order,KPI-3,group_069_example_K_0.70_T_133,56.15,103.47338681753202,-84.2802970926661
DeepSeek-V4-Flash,first_order,KPI-3,group_070_example_K_0.83_T_443,193.95,106.7870832667684,44.940921233942554
DeepSeek-V4-Flash,first_order,KPI-3,group_071_example_K_0.51_T_369,176.4,78.3323172442211,55.593924464727266
DeepSeek-V4-Flash,first_order,KPI-3,group_072_example_K_0.39_T_486,260.06,214.047952270595,17.692858467047987
DeepSeek-V4-Flash,first_order,KPI-3,group_073_example_K_0.83_T_203,97.76,77.37447009743573,20.85262878740208
DeepSeek-V4-Flash,first_order,KPI-3,group_074_example_K_0.31_T_271,251.76,127.1076660584401,49.512366516348855
DeepSeek-V4-Flash,first_order,KPI-3,group_075_example_K_0.31_T_271,119.2,202.96112718496204,-70.26940200080708
DeepSeek-V4-Flash,first_order,KPI-3,group_076_example_K_0.89_T_171,83.38,74.56511548321377,10.571941133108925
DeepSeek-V4-Flash,first_order,KPI-3,group_077_example_K_0.84_T_472,219.12,84.5090483293991,61.43252631918625
DeepSeek-V4-Flash,first_order,KPI-3,group_078_example_K_0.29_T_454,188.82,211.29523527755765,-11.902995062788719
DeepSeek-V4-Flash,first_order,KPI-3,group_079_example_K_0.53_T_268,110.69,118.52664877887855,-7.079816405166279
DeepSeek-V4-Flash,first_order,KPI-3,group_080_example_K_0.59_T_523,233.04,166.8425682342917,28.40603834779793
DeepSeek-V4-Flash,first_order,KPI-3,group_081_example_K_0.86_T_523,1121.42,110.62694627545534,90.1351013647469
DeepSeek-V4-Flash,first_order,KPI-3,group_082_example_K_0.47_T_106,115.99,78.22811913708829,32.55615213631495
DeepSeek-V4-Flash,first_order,KPI-3,group_083_example_K_0.86_T_523,691.57,160.84338037255995,76.74228489197624
DeepSeek-V4-Flash,first_order,KPI-3,group_084_example_K_0.34_T_396,425.11,235.18432611694416,44.676830439899284
DeepSeek-V4-Flash,first_order,KPI-3,group_085_example_K_0.48_T_451,504.78,132.66369933339354,73.71851116656889
DeepSeek-V4-Flash,first_order,KPI-3,group_086_example_K_0.21_T_598,2845.92,135.54332134727406,95.23727577207812
DeepSeek-V4-Flash,first_order,KPI-3,group_087_example_K_0.76_T_430,2996.61,45.69319728910119,98.47517036621045
DeepSeek-V4-Flash,first_order,KPI-3,group_088_example_K_0.47_T_401,500.77,188.6179368181477,62.33441763321531
DeepSeek-V4-Flash,first_order,KPI-3,group_089_example_K_0.54_T_172,190.36,58.47261978499684,69.28313732664593
DeepSeek-V4-Flash,first_order,KPI-3,group_090_example_K_0.88_T_136,144.18,52.03331508696499,63.91086483079138
DeepSeek-V4-Flash,first_order,KPI-3,group_091_example_K_0.55_T_156,189.88,57.926139332249285,69.49329085093255
DeepSeek-V4-Flash,first_order,KPI-3,group_092_example_K_0.79_T_162,187.35,138.18518045792865,26.242230873803763
DeepSeek-V4-Flash,first_order,KPI-3,group_093_example_K_0.88_T_406,445.01,102.82085484823557,76.8947091417641
DeepSeek-V4-Flash,first_order,KPI-3,group_094_example_K_0.58_T_365,415.75,144.63309440683423,65.2115226922828
DeepSeek-V4-Flash,first_order,KPI-3,group_095_example_K_0.44_T_118,128.36,51.84749973636481,59.607744050822056
DeepSeek-V4-Flash,first_order,KPI-3,group_096_example_K_0.60_T_286,413.62,106.75630628995356,74.18976203037727
DeepSeek-V4-Flash,first_order,KPI-3,group_097_example_K_0.78_T_488,1970.12,44.46914624466154,97.74282042491517
DeepSeek-V4-Flash,first_order,KPI-3,group_098_example_K_0.26_T_173,192.31,90.77041189999156,52.799952212577836
DeepSeek-V4-Flash,first_order,KPI-3,group_099_example_K_0.43_T_291,363.08,104.73131373314553,71.1547554992989
DeepSeek-V4-Flash,first_order,KPI-3,group_100_example_K_0.78_T_594,611.7,264.69195482373135,56.72846904957801
DeepSeek-V4-Flash,first_order,Numeric-8,group_001_example_K_0.26_T_109,307.69,258.58444519482316,15.959425007370026
DeepSeek-V4-Flash,first_order,Numeric-8,group_002_example_K_0.74_T_205,626.68,473.7063160253216,24.41017488585536
DeepSeek-V4-Flash,first_order,Numeric-8,group_003_example_K_0.74_T_205,475.81,251.86111896644044,47.066871447333924
DeepSeek-V4-Flash,first_order,Numeric-8,group_004_example_K_0.40_T_321,957.35,339.9619464115112,64.4892728457188
DeepSeek-V4-Flash,first_order,Numeric-8,group_005_example_K_0.68_T_328,661.56,294.08736290397195,55.54638084165125
DeepSeek-V4-Flash,first_order,Numeric-8,group_006_example_K_0.39_T_253,612.88,369.81367130715535,39.6596933645811
DeepSeek-V4-Flash,first_order,Numeric-8,group_007_example_K_0.60_T_240,532.35,225.63519919294342,57.61525327454805
DeepSeek-V4-Flash,first_order,Numeric-8,group_008_example_K_0.33_T_129,477.24,201.84753923378761,57.70523442423358
DeepSeek-V4-Flash,first_order,Numeric-8,group_009_example_K_0.34_T_382,774.23,703.6329984872285,9.118350039751945
DeepSeek-V4-Flash,first_order,Numeric-8,group_010_example_K_0.77_T_237,690.8,372.9910155430726,46.00593289764438
DeepSeek-V4-Flash,first_order,Numeric-8,group_011_example_K_0.39_T_518,688.47,453.4043559037721,34.143193471934566
DeepSeek-V4-Flash,first_order,Numeric-8,group_012_example_K_0.77_T_237,559.94,261.5465446250848,53.29025527287125
DeepSeek-V4-Flash,first_order,Numeric-8,group_013_example_K_0.27_T_293,454.64,394.8331340335079,13.154774319569785
DeepSeek-V4-Flash,first_order,Numeric-8,group_014_example_K_0.86_T_134,403.23,166.63670664513918,58.6745265369295
DeepSeek-V4-Flash,first_order,Numeric-8,group_015_example_K_0.34_T_413,625.42,643.2051096955935,-2.8437065804728854
DeepSeek-V4-Flash,first_order,Numeric-8,group_016_example_K_0.73_T_227,243.3,152.101726047066,37.483877498123306
DeepSeek-V4-Flash,first_order,Numeric-8,group_017_example_K_0.29_T_279,512.05,286.0073227471673,44.14464940002592
DeepSeek-V4-Flash,first_order,Numeric-8,group_018_example_K_0.67_T_204,437.56,187.61743945208082,57.1218942654537
DeepSeek-V4-Flash,first_order,Numeric-8,group_019_example_K_0.45_T_561,706.33,633.4437312491692,10.319010767039602
DeepSeek-V4-Flash,first_order,Numeric-8,group_020_example_K_0.64_T_526,628.3,345.8956427791051,44.947375015262594
DeepSeek-V4-Flash,first_order,Numeric-8,group_021_example_K_0.47_T_191,165.54,142.2951936771994,14.041806404978013
DeepSeek-V4-Flash,first_order,Numeric-8,group_022_example_K_0.85_T_566,409.01,287.2430179849282,29.77115034230747
DeepSeek-V4-Flash,first_order,Numeric-8,group_023_example_K_0.30_T_209,81.19,92.25606557995353,-13.629838132717738
DeepSeek-V4-Flash,first_order,Numeric-8,group_024_example_K_0.83_T_211,266.66,150.999068053413,43.373933828315835
DeepSeek-V4-Flash,first_order,Numeric-8,group_025_example_K_0.69_T_320,137.99,120.66991489382004,12.55169585200375
DeepSeek-V4-Flash,first_order,Numeric-8,group_026_example_K_0.69_T_143,119.2,98.20658497418124,17.611925357230504
DeepSeek-V4-Flash,first_order,Numeric-8,group_027_example_K_0.47_T_312,224.35,114.13114072553904,49.12808525717003
DeepSeek-V4-Flash,first_order,Numeric-8,group_028_example_K_0.37_T_346,172.91,179.35581453876154,-3.7278436983179337
DeepSeek-V4-Flash,first_order,Numeric-8,group_029_example_K_0.49_T_533,442.79,390.9961956878651,11.697148605915876
DeepSeek-V4-Flash,first_order,Numeric-8,group_030_example_K_0.86_T_426,178.99,129.10391113895187,27.870880418486024
DeepSeek-V4-Flash,first_order,Numeric-8,group_031_example_K_0.82_T_257,460.4,305.4937921703076,33.64600517586716
DeepSeek-V4-Flash,first_order,Numeric-8,group_032_example_K_0.31_T_123,280.55,238.4733217338329,14.997924885463236
DeepSeek-V4-Flash,first_order,Numeric-8,group_033_example_K_0.68_T_208,293.06,163.0321498527219,44.36902004616055
DeepSeek-V4-Flash,first_order,Numeric-8,group_034_example_K_0.62_T_413,546.44,200.1947464010148,63.36381919313835
DeepSeek-V4-Flash,first_order,Numeric-8,group_035_example_K_0.82_T_313,339.61,178.26893974308237,47.507747197349204
